Accepted_name,status,Native_L1,Native_L2,Native_L3,Native_L4,Established_L1,Established_L2,Established_L3,Established_L4,Invasive_L1,Invasive_L2,Invasive_L3,Invasive_L4
Dichanthelium scoparium,established,"7,8","78,75,81,74,77","ALA,ARK,CNT,CUB,DEL,WDC,DOM,FLA,GEO,HAI,ILL,INI,KAN,KTY,LOU,MRY,MAS,MIC,MSI,MSO,NWJ,NWY,NCA,OKL,PEN,PUE,RHO,SCA,TEN,TEX,VRG",",HAI-HA",3,38,4,000-04,"","","",""
Dichanthelium sphaerocarpon,established,"7,8","78,80,84,83,75,81,74,79,72,77,82","ALA,ARK,BLZ,BZL,CLM,CNT,COS,CUB,DEL,WDC,ECU,ELS,FLA,GEO,GUA,HON,ILL,INI,KAN,KTY,LOU,MAI,MRY,MAS,MXC,MXG,MXT,MXS,MIC,MSI,MSO,NWH,NWJ,NWY,NIC,NCA,OHI,OKL,ONT,PAN,PEN,RHO,SCA,TEN,TEX,VEN,VER,VRG,WVA","","8,5","80,51","NIC,5,NZN","NIC-OO,000-05,NZN-OO","","","",""
Dichanthelium strigosum,established,"7,8","78,80,83,81,79,77,82","ALA,BLZ,CLM,COS,CUB,DOM,FLA,GEO,GUA,HAI,HON,JAM,LOU,MXT,MXS,MSI,NIC,NCA,PAN,PUE,SCA,TEN,TEX,VEN,VRG",",HAI-HA",8,80,NIC,NIC-OO,"","","",""
Dichanthium annulatum,invasive,"3,2,4,5","34,20,41,26,40,42,27,21,24,36,29,35,22,25,43,50,38,28","AFG,ALG,AND,ANG,ASS,BAN,BOR,BOT,CPP,CVI,CPV,CHA,CHC,CHS,COM,DJI,EHM,EGY,ERI,ETH,OFS,GST,CHH,IND,IRN,IRQ,IVO,JAW,KEN,KUW,NAT,LAO,LBS,LSI,LBY,MDG,MLW,MLY,MLI,MTN,MAU,MOR,MOZ,MYA,NAM,NEP,NWG,NCB,NGR,TVL,NTA,OMA,PAK,PAL,PHI,QLD,REU,SAU,SEN,SIN,SOC,SOM,SCS,SUD,SUL,SWZ,TAI,TAN,THA,TUN,TUR,UGA,VIE,WHM,WAU,YEM,ZAM,ZIM,",",AND-AN,ASS-AS,COM-CO,LSI-LS,MOR-MO,QLD-QU,WAU-WA,GST-BA,EHM-BH,CHS-GD,CHS-GX,CHC-GZ,CHC-HU,CHC-SC,CHC-YN,EHM-AP,WHM-HP,WHM-JK,EHM-SI,WHM-UT,PAL-IS,PAL-JO,LBS-LB,NWG-PN","5,8,3,2,1,4,7,6","50,80,36,83,81,29,82,13,38,41,79,21,42,76,78,63,77,34","NSW,NTA,QLD,BLZ,CHC,CHS,CHH,CLM,COS,CUB,CGS,GUY,SIC,4,LAO,WIN,MXE,MXT,MXS,MXC,MXN,MXG,MAU,NIC,PAN,PUE,MDR,MLY,TAI,ARI,FLA,HAW,LOU,TEX,LEE,IRN","NSW-NS,NTA-OO,QLD-QU,BLZ-OO,CHC-HU,CHS-GD,CHS-GX,CHH-OO,CHC-SC,CHC-GZ,CHC-YN,CLM-OO,COS-OO,CUB-OO,CGS-OO,GUY-OO,SIC-SI,000-04,LAO-OO,WIN-SL,MXE-AG,MXT-CA,MXE-CU,MXT-CI,MXE-CO,MXS-CL,MXE-GU,MXS-JA,MXC-ME,MXS-MI,MXC-MO,MXE-NL,MXS-OA,MXC-PU,MXT-QR,MXE-SL,MXN-SO,MXE-TA,MXG-VC,MXT-YU,MXE-ZA,MAU-OO,NIC-OO,PAN-OO,PUE-OO,MDR-OO,MLY-SI,TAI-OO,ARI-OO,FLA-OO,HAW-HI,LOU-OO,TEX-OO,LEE-BV,IRN-OO","2,4,8,7,6,5","29,42,80,81,79,63,50,60","CGS,MLY,COS,CUB,,PUE,LEE,HAW,NSW,NTA,QLD,FIJ,NWC,NUE",",MLY-SI,LEE-VI"
Dichanthium aristatum,invasive,"3,4","36,40,42,38,41","CHC,IND,JAW,LSI,PHI,SUL,TAI,THA,,MLY,MYA,SRL",",LSI-LS,CHC-YN,IND-MP,IND-MR,IND-TN","5,8,3,7,2,6","50,81,36,83,80,82,38,79,29,78,63,77,27,26,85","NSW,QLD,WAU,WIN,CHC,CLM,COS,CUB,GUY,4,MXT,MXS,MXC,MXE,MXN,MXG,MAU,PAN,PUE,TAI,FLA,HAW,LOU,TEX,OFS,TVL,NAT,ZAM,PAR,REU,ROD","NSW-NS,QLD-QU,WAU-WA,WIN-BA,CHC-YN,CLM-OO,COS-OO,CUB-OO,GUY-OO,000-04,MXT-CA,MXS-CL,MXS-JA,MXC-ME,MXS-MI,MXS-NA,MXE-NL,MXT-QR,MXE-SL,MXN-SO,MXE-TA,MXG-VC,MAU-OO,PAN-OO,PUE-OO,TAI-OO,FLA-OO,HAW-HI,LOU-OO,TEX-OO,OFS-OO,TVL-GA,NAT-OO,TVL-NP,ZAM-OO,PAR-OO,REU-OO,ROD-OO","6,7","63,77,61","HAW,TEX",""
Dichanthium caricosum,invasive,"4,3","41,40,36,42,43","AND,ASS,BAN,CBD,CHC,IND,JAW,LAO,LSI,MLY,MYA,NEP,SRL,THA,VIE,,NWG",",AND-AN,ASS-AS,LSI-LS,CHC-GZ,CHC-YN,MLY-PM,NWG-PN","5,8,6,2","50,81,61,83,60,62,29","QLD,WIN,COO,CLM,CUB,FIJ,MRN,MAU","QLD-QU,WIN-BA,COO-OO,CLM-OO,CUB-OO,FIJ-OO,MRN-GU,MRN-NM,MAU-OO","8,6","81,61,60,62","CUB,COO,FIJ,MRN,NWC,WAL",",MRN-GU"
Dichanthium sericeum,established,"4,6,5","41,42,60,43,50","CBD,LAO,LSI,NWC,NWG,NSW,NTA,PHI,QLD,SOL,SOA,TAS,VIC,VIE,WAU",",LSI-LS,NSW-NS,QLD-QU,WAU-WA","5,2,3,7,6","50,27,38,79,78,63,77","TAS,BOT,4,MXT,MXE,MXN,FLA,HAW,TEX","TAS-OO,BOT-OO,000-04,MXT-CA,MXE-NL,MXT-QR,MXN-SO,MXE-TA,FLA-OO,HAW-HI,TEX-OO","","","",""
Dichanthium tenue,established,5,50,"NSW,QLD",",NSW-NS,QLD-QU",6,63,HAW,HAW-HI,"","","",""
Dichasianthus runcinatus,established,"2,1,3","20,12,34,35,32","ALG,BAL,EGY,FRA,IRN,IRQ,LBS,LBY,MOR,OMA,PAL,POR,SAU,SPA,TUN,TUR,TKM",",FRA-FR,MOR-MO,SPA-SP","8,5","85,50","AGS,WAU","AGS-SC,WAU-WA","","","",""
Dichelachne crinita,established,"5,4","51,43,50","CTM,KER,NWG,NSW,NZN,NZS,NFK,QLD,SOA,TAS,VIC,WAU",",NSW-NS,QLD-QU,WAU-WA",6,63,HAW,HAW-HI,"","","",""
Dichelachne micrantha,established,"6,5","61,51,50","EAS,KER,NSW,NZN,NFK,QLD,SOA,TAS,TUB,VIC,WAU",",NSW-NS,QLD-QU,WAU-WA",6,63,HAW,HAW-HI,"","","",""
Dichelachne rara,established,"4,5","42,43,50","LSI,NWG,NSW,QLD,SOA,TAS,VIC,WAU",",LSI-LS,NSW-NS,QLD-QU,WAU-WA",5,51,"5,NZN,NZS","000-05,NZN-OO,NZS-OO","","","",""
Dichelostemma congestum,established,7,"76,73","CAL,ORE,WAS","",7,"78,74","ARK,GEO,MSO","ARK-OO,GEO-OO,MSO-OO","","","",""
Dichodon viscidum,established,"3,1","34,13,11,14,12,33","AFG,ALB,AUT,BUL,RUC,CYP,CZE,FRA,GER,GRC,HUN,IRN,IRQ,ITA,KRY,LBS,NCS,PAL,POL,ROM,SIC,RUS,SPA,TCS,TUR,TUE,UKR,YUG",",AUT-AU,FRA-FR,ITA-IT,SIC-SI,SPA-SP,UKR-UK","1,7","13,78,73,74,75,11","BUL,ARK,IDA,ILL,KAN,KTY,MSI,OHI,ORE,TEN,VRG,WAS,GER","BUL-OO,ARK-OO,IDA-OO,ILL-OO,KAN-OO,KTY-OO,MSI-OO,OHI-OO,ORE-OO,TEN-OO,VRG-OO,WAS-OO,GER-OO","","","",""
Dichondra carolinensis,established,"7,8","78,81,75,74,72,77","ALA,ARK,BER,CNT,DEL,WDC,FLA,GEO,ILL,KAN,LOU,MRY,MIC,MSI,MSO,NWJ,NWY,NCA,OHI,ONT,PEN,SCA,TEX,VRG,WVA","","8,3,7","84,38,74,78,75","BZL,4,ILL,MRY,NWJ,OHI,OKL,PEN,TEN,WVA","BZL-SP,000-04,ILL-OO,MRY-OO,NWJ-OO,OHI-OO,OKL-OO,PEN-OO,TEN-OO,WVA-OO","","","",""
Dichondra micrantha,invasive,"8,7","81,79,77","BAH,CUB,DOM,JAM,MXC,MXE,MXS,PUE,TEX","","2,5,1,7,6","26,50,20,21,12,13,51,78,76,63,27","ANG,VIC,WAU,EGY,CNY,SPA,FRA,GRC,YUG,ITA,5,MDR,POR,ALA,ARI,CAL,FLA,GEO,HAW,MRY,TVL,NAT,ZIM,AZO,NZN,NZS","ANG-OO,VIC-OO,WAU-WA,EGY-OO,CNY-OO,SPA-SP,FRA-FR,GRC-OO,YUG-CR,ITA-IT,000-05,MDR-OO,POR-OO,ALA-OO,ARI-OO,CAL-OO,FLA-OO,GEO-OO,HAW-HI,MRY-OO,TVL-GA,NAT-OO,TVL-NP,TVL-MP,TVL-NW,ZIM-OO,AZO-OO,NZN-OO,NZS-OO",2,26,ZIM,""
Dichondra repens,established,"5,2","51,29,50","CTM,MAU,NSW,NZN,NZS,NFK,QLD,ROD,REU,SOA,TAS,VIC,WAU",",NSW-NS,QLD-QU,WAU-WA","8,2","81,28","CAY,STH","CAY-OO,STH-OO","","","",""
Dichorisandra reginae,established,"","","","",6,61,SCI,SCI-OO,"","","",""
Dichorisandra thyrsiflora,established,8,84,"BZE,BZL","","5,2","50,21","NSW,QLD,MDR","NSW-NS,QLD-QU,MDR-OO","","","",""
Dichoropetalum chryseum,established,3,34,"EAI,TUR","",1,13,GRC,GRC-OO,"","","",""
Dichrocephala integrifolia,invasive,"2,4,3,6,1","26,40,22,23,41,27,36,24,60,34,38,42,25,29,43,33,61,13,35","ANG,ASS,BEN,BUR,CBD,CMN,CPP,CAF,CHN,CHC,CHS,CON,EHM,ERI,ETH,FIJ,GHA,GUI,GGI,CHH,IND,IRN,IVO,JAP,JAW,KEN,NAT,LAO,MDG,MLY,MOZ,MYA,NNS,NEP,NWG,NGA,NCS,TVL,PHI,RWA,SRL,SUD,SWZ,TAI,TAN,THA,CHT,TON,TCS,TUB,TUR,TUE,UGA,VIE,WHM,YEM,ZAM,ZIM",",ASS-AS","5,4,1,2,0","50,42,13,29,102","NSW,QLD,2,ITA,MAU,28,REU","NSW-NS,QLD-QU,000-02,ITA-IT,MAU-OO,000-29,REU-OO",3,34,TUR,""
Dichrocephala integrifolia subsp. integrifolia,established,"2,4,3,6,1","26,40,22,23,41,27,36,24,60,34,38,42,25,43,33,61,13,35","ANG,ASS,BEN,BUR,CBD,CMN,CPP,CAF,CHN,CHC,CHS,CON,EHM,ERI,ETH,FIJ,GHA,GUI,GGI,CHH,IND,IRN,IVO,JAP,JAW,KEN,NAT,LAO,MLY,MOZ,MYA,NNS,NEP,NWG,NGA,NCS,TVL,PHI,RWA,SRL,SUD,SWZ,TAI,TAN,THA,CHT,TON,TCS,TUB,TUR,TUE,UGA,VIE,WHM,YEM,ZAM,ZIM",",ASS-AS",4,43,29,000-34,"","","",""
Dichrostachys cinerea,invasive,"2,4,5,3,8","26,22,27,23,21,24,40,42,25,41,50,35,20,29,34,36,43,84","ANG,BEN,BOT,BKN,BUR,CMN,CPP,CVI,CPV,CAF,CHA,CON,ERI,ETH,OFS,GAB,GAM,GHA,GUI,GNB,IND,IVO,JAW,KEN,NAT,LSI,LBR,MLW,MLI,MTN,MOZ,MYA,NAM,NGR,NGA,TVL,NTA,OMA,RWA,SAU,SEN,SIE,SOM,SRL,SUD,SUM,SWZ,TAN,TOG,UGA,YEM,ZAM,ZAI,ZIM,ALG,DJI,LBY,MDG,REU,,TUN,WSA,AFG,IRQ,PAL,KUW,PAK,GST,NWG",",LSI-LS,PAL-IS,GST-QA,GST-UA,NWG-PN","5,8,2,7","50,81,23,82,29,78","NTA,CUB,EQG,FRG,MAU,ALA,FLA,REU,QLD,LEE,WIN","NTA-OO,CUB-OO,EQG-OO,FRG-OO,MAU-OO,ALA-OO,FLA-OO,REU-OO,QLD-QU,LEE-GU,WIN-MA","8,4,2","81,40,42,26","CUB,MDV,LSI,ZAM,ZIM",",LSI-ET"
Dicksonia antarctica,established,5,50,"NSW,QLD,TAS,VIC",",NSW-NS,QLD-QU","1,2","10,21,27","GRB,IRE,MDR,CPP,AZO","GRB-OO,IRE-IR,MDR-OO,CPP-WC,AZO-OO","","","",""
Dicksonia fibrosa,established,5,51,"CTM,NZN,NZS","",6,63,HAW,HAW-HI,"","","",""
Dicliptera chinensis,established,"3,4","34,40,41,36,38","AFG,ASS,BAN,CBD,CHC,CHS,CHH,IND,LAO,MYA,NNS,PAK,TAI,THA,VIE",",ASS-AS","5,6","50,63","QLD,HAW","QLD-QU,HAW-HI","","","",""
Dicliptera leonotis,established,4,40,IND,"",2,26,MOZ,MOZ-OO,"","","",""
Dicliptera raui,established,4,40,"ASS,BAN,EHM,NEP,WHM",",ASS-AS",5,50,QLD,QLD-QU,"","","",""
Dicliptera tinctoria,established,"4,3","40,41,36,42,38","ASS,CBD,CHC,CHS,CHH,JAW,LAO,MLY,PHI,TAI,THA,VIE",",ASS-AS",4,42,XMS,XMS-OO,"","","",""
Dicoma tomentosa,invasive,"2,4,3","26,22,27,23,24,40,25,41,35","ANG,BEN,BOT,BKN,CMN,CPP,CHA,ERI,ETH,IND,KEN,MLW,MLI,MTN,MOZ,MYA,NAM,NGR,NGA,TVL,PAK,SAU,SEN,SOC,SOM,SUD,SWZ,TAN,TOG,UGA,YEM,ZAM,ZIM","",4,40,"IND,EHM,ASS,WHM","IND-AP,EHM-AP,ASS-AS,IND-BI,IND-CH,IND-CT,IND-DE,IND-GO,IND-GU,IND-HA,WHM-HP,WHM-JK,IND-JK,IND-KT,IND-KE,IND-MR,ASS-MA,IND-MP,ASS-ME,ASS-MI,ASS-NA,IND-OR,000-09,IND-PU,IND-RA,EHM-SI,IND-TN,ASS-TR,WHM-UT,IND-UP,IND-WB",4,40,IND,""
Dicranopteris flexuosa,established,"7,8","78,85,80,83,84,81,82,79","ALA,AGE,BLZ,BOL,BZN,BZE,BZS,BZL,BZC,CLM,COS,CUB,DOM,ECU,ELS,FLA,FRG,GAL,GUY,HAI,HON,JAM,LEE,MXG,MXT,MXS,NIC,PAN,PAR,PER,PUE,SUR,TRT,VEN,VNA,WIN",",HAI-HA",7,78,ALA,ALA-OO,"","","",""
Dicranopteris linearis,invasive,"4,2,6,3,5","41,26,40,43,42,23,27,62,36,29,61,24,60,22,63,38,25,50,51","AND,ANG,ASS,BAN,BIS,BOR,BUR,CBD,CMN,CPP,CRL,CHC,CHS,COM,COO,EHM,EQG,ETH,FIJ,GAB,GHA,GUI,GGI,CHH,HAW,IND,IVO,JAP,JAW,KEN,NAT,LAO,LSI,LBR,MDG,MLW,MLY,MOL,MRN,MRQ,MAU,MOZ,MYA,NNS,NEP,NWC,NWG,NSW,NZN,NCB,NGA,TVL,NTA,PHI,PIT,QLD,RWA,REU,SAM,SEY,SIE,SCI,SOL,SRL,SUL,SUM,SWZ,TAI,TAN,THA,TON,TUA,TUB,UGA,VIE,WAL,WAU,ZAM,ZAI,ZIM",",AND-AN,ASS-AS,COM-CO,LSI-LS,NSW-NS,QLD-QU,SAM-WS,WAU-WA","8,4,6","84,42,60","BZE,BZL,BZC,BZS,BZN,2,TON","BZE-BA,BZL-MG,BZC-MS,BZS-PR,BZL-RJ,BZS-RS,BZS-SC,BZL-SP,BZN-TO,000-02,TON-OO","4,8","41,80",",PAN",""
Dictamnus albus,established,"1,3,4","13,30,11,14,12,34,32,33,40","ALB,ALT,AUT,BUL,CZE,RUE,FRA,GER,GRC,HUN,IRN,ITA,KAZ,KGZ,KRY,LBS,NCS,PAK,PAL,POL,ROM,SIN,RUS,SPA,SWI,TZK,TCS,TUR,UKR,UZB,WHM,YUG",",AUT-AU,FRA-FR,ITA-IT,SPA-SP,UKR-UK","1,7","14,75","RUC,MIC,NWY,VER","RUC-OO,MIC-OO,NWY-OO,VER-OO","","","",""
Dictyosperma album,established,2,29,"MAU,ROD,REU","","6,2","62,29","MRN,SEY","MRN-GU,SEY-OO","","","",""
Dictyostega orobanchoides,established,"8,7","80,83,84,82,79,81","BLZ,BOL,BZN,BZE,BZS,BZL,CLM,COS,ECU,FRG,GUA,GUY,HON,MXG,MXT,MXS,NIC,PAN,PER,SUR,TRT,VEN","",8,80,NIC,NIC-OO,"","","",""
Didiplis diandra,established,7,"78,74,75,79,77","ALA,ARK,FLA,GEO,ILL,INI,IOW,KAN,KTY,LOU,MXE,MIN,MSI,MSO,NEB,NCA,OKL,TEN,TEX,VRG,WIS","",7,76,UTA,UTA-OO,"","","",""
Dieffenbachia,established,"8,7","85,80,83,84,81,82,79","AGE,BLZ,BOL,BZN,BZE,BZS,BZL,BZC,CAY,CLM,COS,CUB,DOM,ECU,ELS,FRG,GUA,GUY,HAI,HON,JAM,LEE,MXC,MXG,MXT,MXS,NIC,PAN,PAR,PER,PUE,SUR,TRT,VEN,VNA,WIN",",HAI-HA",8,84,"BZE,BZN,BZL","BZE-AL,BZN-AM,BZE-PE,BZL-RJ","","","",""
Dieffenbachia seguine,invasive,8,"83,84,81,82","BOL,BZN,BZE,BZL,BZC,CAY,CLM,CUB,DOM,ECU,FRG,GUY,HAI,JAM,LEE,PER,PUE,SUR,TRT,VEN,VNA,WIN",",HAI-HA","5,8,3,2,6,4,7,0","50,84,36,23,81,60,62,42,29,78,63,102","QLD,BZN,BZL,CHS,ZAI,CUB,FIJ,MRN,2,GGI,SEY,TON,FLA,HAW,28","QLD-QU,BZN-AM,BZL-RJ,CHS-FJ,CHS-GD,ZAI-OO,CUB-OO,FIJ-OO,MRN-GU,000-02,MRN-NM,000-06,SEY-OO,TON-OO,FLA-OO,HAW-HI,000-29",6,60,SAM,SAM-AS
Dierama pendulum,established,2,27,CPP,"",5,"50,51","NSW,SOA,WAU,5,NZN,NZS","NSW-NS,SOA-OO,WAU-WA,000-05,NZN-OO,NZS-OO","","","",""
Dierama pulcherrimum,established,2,27,"CPP,NAT","",5,50,"NSW,VIC,WAU","NSW-NS,VIC-OO,WAU-WA","","","",""
Dieteria canescens,established,7,"71,76,73,74,79,77","ABT,ARI,BRC,CAL,COL,IDA,KAN,MXE,MXN,MNT,NEB,NEV,NWM,NDA,ORE,SAS,SDA,TEX,UTA,WAS,WYO","",7,"74,75","MIN,NWY","MIN-OO,NWY-OO","","","",""
Dietes grandiflora,established,2,27,"CPP,NAT","","5,7,2","50,79,29,28","WAU,MXS,MAU,STH,REU","WAU-WA,MXS-OA,MAU-OO,STH-OO,REU-OO","","","",""
Dietes iridioides,established,2,"26,27,24,25,23","ANG,CPP,ETH,KEN,NAT,MLW,MOZ,TVL,SWZ,TAN,UGA,ZAM,ZAI,ZIM","","5,2,6","50,29,21,63","VIC,MAU,MDR,HAW,REU","VIC-OO,MAU-OO,MDR-OO,HAW-HI,REU-OO","","","",""
Digera muricata,invasive,"3,4,2","34,40,23,36,24,20,35,42,25,29,41","AFG,ASS,BAN,BUR,CHS,DJI,EGY,ERI,ETH,GST,IND,JAW,KEN,LDV,MDG,MOL,MYA,OMA,PAK,SAU,SOC,SOM,SRL,SUD,SUL,SUM,TAN,UGA,YEM",",ASS-AS","4,2,7","40,29,75","WHM,MDG,NWJ","WHM-HP,MDG-OO,NWJ-OO",4,40,IND,""
Digitalis ferruginea,established,"1,3","13,11,34,33","ALB,BUL,GRC,HUN,ITA,LBS,NCS,ROM,TCS,TUR,TUE,YUG",",ITA-IT",1,11,GER,GER-OO,"","","",""
Digitalis fuscescens,established,1,"12,13","FRA,YUG",",FRA-FR",2,29,MAU,MAU-OO,"","","",""
Digitalis grandiflora,established,"1,3","13,30,11,14,12,33","ALB,ALT,AUT,BLT,BLR,BGM,BUL,RUC,CZE,RUE,FRA,GER,GRC,HUN,ITA,NCS,RUW,POL,ROM,RUS,SWI,TUE,UKR,WSB,YUG",",AUT-AU,BGM-BE,FRA-FR,ITA-IT,UKR-UK","7,1","71,72,14,10,75,74,78","BRC,ONT,RUC,SWE,CNT,MAI,MIC,MIN,NCA,NWH,NWY,OHI,VER","BRC-OO,ONT-OO,RUC-OO,SWE-OO,CNT-OO,MAI-OO,MIC-OO,MIN-OO,NCA-OO,NWH-OO,NWY-OO,OHI-OO,VER-OO","","","",""
Digitalis lanata,invasive,"1,3","13,11,34,14","ALB,BUL,GRC,HUN,ROM,TUR,TUE,UKR,YUG",",UKR-UK","7,4,1","71,72,40,14,75,74,78,11","BRC,ONT,WHM,UKR,CNT,INI,KAN,MAS,MAI,MIC,MIN,NEB,NWH,NWJ,NWY,OHI,PEN,SCA,VER,WIS,WVA,GER","BRC-OO,ONT-OO,WHM-HP,UKR-UK,CNT-OO,INI-OO,KAN-OO,MAS-OO,MAI-OO,MIC-OO,MIN-OO,NEB-OO,NWH-OO,NWJ-OO,NWY-OO,OHI-OO,PEN-OO,SCA-OO,VER-OO,WIS-OO,WVA-OO,GER-OO",7,"","",""
Digitalis lutea,invasive,1,"11,12,13","AUT,BGM,COR,FRA,GER,ITA,SPA,SWI",",AUT-AU,BGM-BE,FRA-FR,ITA-IT,SPA-SP","7,1,3","72,10,38,75,11","QUE,DEN,GRB,NOR,SWE,TAI,CNT,MAS,MIC,NWH,NWY,OHI,PEN,GER","QUE-OO,DEN-OO,GRB-OO,NOR-OO,SWE-OO,TAI-OO,CNT-OO,MAS-OO,MIC-OO,NWH-OO,NWY-OO,OHI-OO,PEN-OO,GER-OO",1,11,CZE,CZE-CZ
Digitalis purpurea,invasive,"1,2","11,12,10,20","BGM,COR,CZE,FRA,GER,GRB,IRE,MOR,POR,SAR,SPA,SWE",",BGM-BE,FRA-FR,IRE-IR,MOR-MO,SPA-SP","8,5,7,3,1,2,4","85,50,83,84,71,72,36,80,11,10,21,40,38,79,51,42,14,70,76,73,75,78,74,33,29","AGW,AGS,NSW,TAS,VIC,BOL,BZL,BZS,BRC,NBR,NFL,NSC,ONT,QUE,CLS,JNF,CLC,CHS,CHC,CLM,COS,CZE,DEN,CNY,FIN,HUN,WHM,4,MXT,MXS,MXE,MXC,MXG,NOR,5,PHI,POL,MDR,RUW,SWE,TAI,ASK,CAL,COL,CNT,IDA,MAS,MAI,MIC,MNT,NCA,NWH,NWJ,NWY,OHI,ORE,PEN,VRG,VER,WAS,WIS,WVA,WYO,TCS,AUT,REU,AZO,ECU,NZN,NZS,GER,PER","AGW-JU,AGS-NE,AGS-RN,AGS-TF,NSW-NS,TAS-OO,VIC-OO,BOL-OO,BZL-ES,BZL-MG,BZS-PR,BZL-RJ,BZS-RS,BZS-SC,BZL-SP,BRC-OO,NBR-OO,NFL-NE,NSC-OO,ONT-OO,QUE-OO,CLS-AI,JNF-OO,CLC-BI,CLS-LL,CLC-MA,CLC-LA,CLS-MG,CLC-VA,CHS-JS,CHS-ZJ,CHS-JX,CHC-SC,CLM-OO,COS-OO,CZE-CZ,DEN-OO,CNY-OO,FIN-OO,HUN-OO,WHM-HP,000-04,MXT-CI,MXS-GR,MXE-HI,MXS-OA,MXC-PU,MXE-QU,MXE-SL,MXG-VC,NOR-OO,000-05,PHI-OO,POL-OO,MDR-OO,RUW-OO,NFL-SP,SWE-OO,TAI-OO,ASK-OO,CAL-OO,COL-OO,CNT-OO,IDA-OO,MAS-OO,MAI-OO,MIC-OO,MNT-OO,NCA-OO,NWH-OO,NWJ-OO,NWY-OO,OHI-OO,ORE-OO,PEN-OO,VRG-OO,VER-OO,WAS-OO,WIS-OO,WVA-OO,WYO-OO,TCS-AR,AUT-AU,REU-OO,AZO-OO,ECU-OO,NZN-OO,NZS-OO,GER-OO,PER-OO","7,5","79,51","",""
Digitaria abyssinica,invasive,"2,4,3","27,23,29,24,25,26,42,43,22,35,40,41","BOT,BUR,CMN,CPP,COM,CON,DJI,ERI,ETH,OFS,GAB,KEN,NAT,LES,MLW,MLY,MOZ,NAM,NWG,NGA,TVL,RWA,REU,SAU,SEY,SOM,SRL,SUD,SWZ,TAN,UGA,VIE,YEM,ZAM,ZAI,ZIM",",COM-CO","5,8,7,2,6","50,83,80,79,28,63","QLD,CLM,COS,MXG,STH,HAW,ECU","QLD-QU,CLM-OO,COS-OO,MXG-VC,STH-OO,HAW-HI,ECU-OO",7,79,"",""
Digitaria aequiglumis,established,8,"85,83,84","AGE,AGW,AGS,BOL,BZN,BZE,BZS,BZC,CLC,PAR,URU","","5,1,8","50,11,85,12,51","NSW,VIC,WAU,BGM,CLC,FRA,5,NZN","NSW-NS,VIC-OO,WAU-WA,BGM-BE,CLC-LA,CLC-MA,CLC-BI,FRA-FR,000-05,NZN-OO","","","",""
Digitaria bicornis,invasive,"4,3,2,5,8,7,6","41,40,43,42,36,29,50,20,81,74,78,60","AND,BAN,BIS,BOR,CBD,CHC,CHS,EHM,CHH,IND,JAW,LAO,LSI,MDG,MLY,MOL,MAU,MYA,NEP,NWG,NCB,NTA,PHI,QLD,ROD,REU,SRL,SUL,SUM,THA,VIE,WHM,WAU,EGY,LBY,SEY,,WIN,IOW,VRG,SAM",",AND-AN,LSI-LS,QLD-QU,WAU-WA,CHS-FJ,CHC-YN,IND-KT,IND-KE,MLY-SI,WIN-BA,SAM-AS,NWG-PN","8,5,6,7","81,85,50,83,84,62,79,78,63,74,77","LEE,AGE,AGW,NTA,BOL,BZN,BZE,BZC,BZL,BZS,CLM,CAY,WIN,MRN,MXN,MXI,PUE,ALA,ARK,FLA,GEO,HAW,IOW,LOU,MSI,NCA,SCA,TEX,PAR","LEE-AG,AGE-CD,AGE-FO,AGW-JU,AGW-ME,AGW-SA,AGE-SF,AGW-TU,NTA-OO,BOL-OO,BZN-AC,BZN-AP,BZE-BA,BZE-CE,BZC-DF,BZC-GO,BZE-MA,BZL-MG,BZC-MS,BZC-MT,BZN-PA,BZE-PB,BZE-PE,BZE-PI,BZS-PR,BZL-RJ,BZE-RN,BZN-RM,BZS-RS,BZS-SC,BZL-SP,BZN-TO,CLM-OO,CAY-OO,WIN-DO,MRN-GU,LEE-SK,WIN-SL,000-08,MXI-RG,MRN-NM,WIN-MA,PUE-OO,ALA-OO,ARK-OO,FLA-OO,GEO-OO,HAW-HI,IOW-OO,LOU-OO,MSI-OO,NCA-OO,SCA-OO,TEX-OO,LEE-BV,PAR-OO","8,6","81,63,60,62","CUB,HAW,NRU,CRL",",CRL-MF"
